Title,Author,Description,Image URL,Genre
Our Share of Night,by Mariana Enriquez,"Argentinian author and journalist Mariana Enriquez returns with a surreal horror epic about the Order, a fictional international cult of wealthy followers focused on attaining the one thing money still can’t buy: immortality. Our Share of Night, first published in Spanish in 2019 and newly translated by Megan McDowell, follows the coming of age of Gaspar, a young man with supernatural skills whose mother is a descendent of one of the Order’s founding families. After she dies mysteriously, Gaspar is left under the care of his grief-stricken and abusive father, Juan, a powerful medium who believes the cult is out to exploit his son’s gifts. Gaspar, however, worries that his inherited clairvoyance is actually a curse against humanity. Set in the years before and after Argentina’s “Dirty War,” in which an estimated tens of thousands of people were killed or disappeared under the country’s military dictatorship between 1974 and 1983, the 600-page book doesn’t shy away from the gory details of tyranny. Using her country’s violent past as inspiration, Enriquez spins a terrifying tale of privilege, exploitation, and complicity that acts as a warning for the future. —Shannon Carlin Buy Now: Our Share of Night on Bookshop | Amazon CONTACT US AT LETTERS@TIME.COM.",https://api.time.com/wp-content/uploads/2023/11/OurShareOfNight.jpg?quality=85&w=800,History
Owner of a Lonely Heart,by Beth Nguyen,"In her powerful second memoir, Owner of a Lonely Heart, Beth Nguyen writes of the isolation she felt while growing up as a Vietnamese refugee in a mostly white town in Michigan. In 1975, when she was just a baby, Nguyen’s family fled Saigon the day before the Vietnam War ended, but her mother chose to stay behind. “Or was left behind in Saigon,” Nguyen writes. “For many years, I wouldn’t know which phrasing was more true.” Nguyen was 10 when her mother immigrated to Boston, but, over the course of her adult life, the author has spent less than 24 hours with her. After giving birth to a second child of her own, she felt she needed to know the truth about what had happened all those years ago, and to understand the woman whose absence had defined her life. Nguyen uses her fleeting, often heartbreaking encounters with her mother to ruminate on memory, parenthood, and what it means to truly care for someone. Through considering the other maternal figures in her life—her grandmother and her stepmother, who she refers to as her “real mom”—she finds compassion for the woman who gave birth to her. —Shannon Carlin Buy Now: Owner of a Lonely Heart on Bookshop | Amazon CONTACT US AT LETTERS@TIME.COM.",https://api.time.com/wp-content/uploads/2023/11/OwnerOfALonelyHeart.jpg?quality=85&w=800,Biography
Pageboy,by Elliot Page,"Elliot Page’s buzzy memoir is a brutally honest story of survival. He tells his story of embracing his trans identity through a series of non-linear vignettes, jumping back and forth through time— mirroring the disorientation he experienced discovering his true self on and off sets. In Pageboy, the actor pieces together childhood flashbacks, haunting memories of Hollywood policing his queerness, visceral meditations on gender dysphoria, and ecstatic recollections of gender euphoria. Page, who was the first openly trans man to appear on the cover of TIME, uses the privilege he has as a Hollywood star to share his experiences and advocate for his community in an era of record-high anti-LGBTQ legislation. Page dedicates the book “to all those who came before,” and asks his readers to simply let him—and other trans folks—exist, “happier than ever.” —Meg Zukin Buy Now: Pageboy on Bookshop | Amazon Looking for more book recommendations? Sign up for Worth Your Time CONTACT US AT LETTERS@TIME.COM.",https://api.time.com/wp-content/uploads/2023/11/Pageboy.jpg?quality=85&w=800,Biography
Pineapple Street,by Jenny Jackson,"In life, we have pop stars and mega-influencers. On TV, the Roys of Succession and vacationers on The White Lotus. And in book editor Jenny Jackson’s fizzy debut novel, there are the Stocktons. These are the uber-wealthy elites whose lavish homes, extravagant dinners, and enviable wardrobes we masses love to ogle. In Pineapple Street, Jackson conjures a family with deep roots in Brooklyn real estate and the kind of money that’s supposed to be able to buy happiness. Cord, Darley, and Georgiana are the privileged Stockton siblings who, though well-mannered, are often lacking in the self-awareness department, particularly when it comes to their treatment (or in Georgiana’s case, choice) of their romantic partners. Chip and Tilda are the parents struggling through the transition to the back seat. And on the fringes of it all is Sasha, Cord’s wife and, as a middle-class Rhode Islander who Darley and Georgiana refer to as “the gold digger,” the black sheep. It’s the three women who create the core narrative of Jackson’s novel as they navigate their relationships with men and each other, and learn what it truly means to be a family. —Lucy Feldman Buy Now: Pineapple Street on Bookshop | Amazon Looking for more book recommendations? Sign up for Worth Your Time CONTACT US AT LETTERS@TIME.COM.",https://api.time.com/wp-content/uploads/2023/11/PineappleStreet.jpg?quality=85&w=800,Biography
The Postcard,by Anne Berest,"Anne Berest’s novel, translated from the original French by Tina Kover, begins with an anonymous postcard in the mail with four names—all people killed at Auschwitz—written on it. The stories of those people, who they were, their lives and their deaths, are at the center of this moving and powerfully original book. Based on the author’s own family’s experiences as Jews in France during World War II, the novel is devoted to the principle that to restore their lives, down to the everyday details, is to honor their memory. The Postcard is also a historical detective story about how to uncover those truths—and what remains forever lost in the fragments of documentation that leave a scattered trail. —Lucas Wittmann Buy Now: The Postcard on Bookshop | Amazon CONTACT US AT LETTERS@TIME.COM.",https://api.time.com/wp-content/uploads/2023/11/ThePostcard.jpg?quality=85&w=800,History
"Poverty, by America",by Matthew Desmond,"Why is there so much poverty in the richest nation in the world? That’s the question acclaimed sociologist Matthew Desmond sets out to answer with Poverty, by America. The topic is a familiar one for the author, whose 2016 book, the Pulitzer Prize-winning Evicted: Poverty and Profit in the American City, examined the role poverty plays in America’s housing crisis. Here, Desmond expands his purview and discovers that wealthy and middle class Americans are complicit, both intentionally and unintentionally, in a broken system that exploits the poor. Desmond argues that there must be a radical overhaul of U.S. policies on poverty, which are simply not working. “No state had a child poverty rate higher than Mississippi’s, at roughly 28%,” he writes, “which is also the child poverty rate of Costa Rica.” What Desmond’s book so deftly shows is that poverty is not a personal failure. It’s the result of a society willing to turn a blind eye to its own inequities. —Shannon Carlin Buy Now: Poverty, by America on Bookshop | Amazon CONTACT US AT LETTERS@TIME.COM.",https://api.time.com/wp-content/uploads/2023/11/PovertyByAmerica.jpg?quality=85&w=800,Other
The Rachel Incident,by Caroline O’Donoghue,"It’s Ireland in 2010, and Rachel Murray is a college student living in a run-down apartment with her cheeky—and closeted—friend James. They both have dreams of a better life, one outside the city of Cork. Rachel spends her days in class, enduring a schoolgirl crush on her professor Fred; but he has his eye on someone else—Rachel’s roommate. While James and Fred’s affair takes off, Rachel cycles through bad boyfriends, and Ireland’s economy plummets in the background. Fast forward to modern-day London, where Rachel is working as a journalist, covering abortion access in her home country. She’s married, pregnant, and toiling away on a story when she learns that Fred is in a coma. Caroline O’Donoghue’s second novel flips between the past and present as Rachel is catapulted back in time to her college flat. The Rachel Incident encompasses what it means to be a very specific age during a very specific era in a very specific place. It’s a coming of age story, but also ultimately a love story—revealed in starkly funny and heartbreaking turns. —Meg Zukin Buy Now: The Rachel Incident on Bookshop | Amazon CONTACT US AT LETTERS@TIME.COM.",https://api.time.com/wp-content/uploads/2023/11/TheRachelIncident.jpg?quality=85&w=800,Biography
Red Memory,by Tania Branigan,"In Red Memory: The Afterlives of China’s Cultural Revolution, Tania Branigan undertakes the task of documenting one of China’s most turbulent and devastating periods, the Cultural Revolution. Relying on heartbreaking personal accounts from those who lived in the country during the 1960s and ’70s, the text is an excavation of the radical ideology that led to a movement defined by political and social chaos and violence. In writing this, Branigan bears witness to one of the darkest and most formative moments in Chinese history—a period defined by the massacre of many, the destruction of art and culture, and an air of fear that shaped the country as we know it today. —Cady Lang Buy Now: Red Memory on Bookshop | Amazon CONTACT US AT LETTERS@TIME.COM.",https://api.time.com/wp-content/uploads/2023/11/RedMemory.jpg?quality=85&w=800,History
Ripe,by Sarah Rose Etter,"Burnt out from spending her days at a soul-crushing Silicon Valley start-up, Cassie spends her nights staring into the void—and dealing with the literal black hole that has been her constant companion since she was a little girl. In Sarah Rose Etter’s surreal follow-up to her 2019 debut, The Book of X, Cassie’s black hole becomes an apt metaphor for depression, growing to the size of a melon or becoming big enough to block out the sun depending on the state of her angst. Etter’s prose is so visceral it’s hard not to get caught up in Cassie’s infinite sadness. After discovering that she is pregnant, Cassie begins to wonder what it would be like to jump into the hole. Would it tear her apart or send her to some alternate dimension where she would finally be happy? Etter wrote Ripe after the death of her father, when she felt a cloud of grief following her around. Like the author, Cassie’s black hole becomes a necessary evil; she must embrace the darkness in order to find the light. —Shannon Carlin Buy Now: Ripe on Bookshop | Amazon CONTACT US AT LETTERS@TIME.COM.",https://api.time.com/wp-content/uploads/2023/11/Ripe.jpg?quality=85&w=800,Other
River Sing Me Home,by Eleanor Shearer,"Set in the Caribbean around the time of the Slavery Abolition Act of 1834, Eleanor Shearer’s dynamic debut follows Rachel, a “freed” slave on a Barbados plantation. But Rachel is not truly free—her master says she is now one of his apprentices and isn’t allowed to leave. So she runs, fleeing the threat of a life of indentured servitude in search of the five children who were taken from her and sold. As Rachel undertakes a brutal journey from Barbados into the forests of British Guiana and across the sea to Trinidad, River Sing Me Home weaves together a historical accounting of the perils of British emancipation with a moving interrogation of what freedom really means. —Megan McCluskey Buy Now: River Sing Me Home on Bookshop | Amazon CONTACT US AT LETTERS@TIME.COM.",https://api.time.com/wp-content/uploads/2023/11/RiverSingMeHome.jpg?quality=85&w=800,Biography
Some People Need Killing,by Patricia Evangelista,"In one of the most harrowing and brave books published this year, Patricia Evangelista, a top reporter in the Philippines at the independent news site Rappler, recounts her years covering the extraordinary number of extrajudicial killings that took place under the rule of former president Rodrigo Duterte between 2016 and 2022. She’s unflinching in bearing witness to the thousands of dead killed under Duterte’s reign of terror, which he claimed was largely focused on drug dealers and users, but which wreaked havoc on almost every part of Filipino society. Evangelista also recounts her own journey, detailing the trauma of this relentless death toll and how it shaped her as a journalist and a person. —Lucas Wittmann Buy Now: Some People Need Killing on Bookshop | Amazon CONTACT US AT LETTERS@TIME.COM.",https://api.time.com/wp-content/uploads/2023/11/SomePeopleNeedKilling.jpg?quality=85&w=800,Other
Spare,by Prince Harry,"The titillating details threaten to overshadow the lyrical prose in Prince Harry’s buzzy memoir, which made countless headlines when it was published in January. But Spare is the rare tell-all that finds balance. Sure, the book features an insider’s perspective on wedding-related squabbles between Meghan Markle and Kate Middleton, a moment when Prince William physically attacks Harry, and an anecdote about Harry’s frostbitten penis. But the talented ghostwriter J.R. Moehringer (who has pulled off this trick before in Andre Agassi’s memoir Open and Phil Knight’s Shoedog) finds literary heft in Harry’s life in a gilded cage. Never before has a celebrity memoir pulled off comparisons between its subject and another dithering prince: Hamlet. Even the story of Harry’s icy appendage segues into a moment of reflection on how the press scrutinized every intimate detail of his life since he was a child—including whether he had been circumcised. Come for the drama, stay for the writing. —Eliana Dockterman Buy Now: Spare on Bookshop | Amazon Looking for more book recommendations? Sign up for Worth Your Time CONTACT US AT LETTERS@TIME.COM.",https://api.time.com/wp-content/uploads/2023/11/Spare.jpg?quality=85&w=800,Biography
The Talk,by Darrin Bell,"The Talk is a masterfully crafted graphic memoir that follows the throughline of the titular talk: the conversation that parents have with their Black children about how the world—and particularly the police—view them differently. Darrin Bell’s mother gave him the talk when he was six. He asked her why his water gun was bright green, rather than a realistic black like everyone else’s, and she explained that she feared for his safety. Later, a police officer would see him refilling the water gun in a puddle and tell him to drop the weapon. Now, 42 years after that conversation with his mother, Bell—who in 2019 became the first Black cartoonist to win a Pulitzer Prize—is a father of four. In his moving book, he grapples with whether and when to have the talk with his son Zazu. It was in 2020, when Zazu was 6 years old, that the boy asked, “Who’s George Floyd?” And Bell realized that the right time to have the talk is whenever your child asks. —Laura Zornosa Buy Now: The Talk on Bookshop | Amazon CONTACT US AT LETTERS@TIME.COM.",https://api.time.com/wp-content/uploads/2023/11/TheTalk.jpg?quality=85&w=800,Biography
Temple Folk,By Aaliyah Bilal,"Aaliyah Bilal’s debut short story collection, a finalist for a 2023 National Book Award, offers a vivid and nuanced portrait of the Black Muslim experience. Across 10 stories, she introduces characters, often women, who are reconsidering or rediscovering their faith. In “Candy For Hanif,” a mother of a boy with special needs wonders why she has not been rewarded for her righteousness. In “Who’s Down,” a father’s mission to eat a cheeseburger after an all too brief affair with vegetarianism leads his daughter to have her own crisis of faith. In “Janazah,” a funeral for a teacher with a complicated legacy leads a former student to question the effects of leaving the Nation of Islam. Temple Folk is Bilal’s love letter to her community. —Shannon Carlin Buy Now: Temple Folk on Bookshop | Amazon CONTACT US AT LETTERS@TIME.COM.",https://api.time.com/wp-content/uploads/2023/11/TempleFolk.jpg?quality=85&w=800,History
Terrace Story,by Hilary Leichter,"Afamily of three discovers that their apartment is not what it seems in Hilary Leichter’s second novel. Terrace Story follows Annie and Edward and their daughter Rose, who live in a small apartment in an unnamed city. They are shocked to learn that their increasingly crowded quarters actually feature a hidden terrace, which is only accessible when Annie’s coworker Stephanie comes over. Though initially exciting, the presence of the terrace has consequences, and the family’s future is suddenly thrown off course. In a series of interlinked stories that make up the novel, Leichter unveils a dazzling narrative about the limitations of time and the heartbreaking realities of grief. —Annabel Gutterman Buy Now: Terrace Story on Bookshop | Amazon CONTACT US AT LETTERS@TIME.COM.",https://api.time.com/wp-content/uploads/2023/11/TerraceStory.jpg?quality=85&w=800,History
Thin Skin,By Jenn Shapland,"It is rarely a compliment to be called “thin-skinned,” but essayist Jenn Shapland wears it like a badge of honor. “To be thin-skinned is to feel keenly,” she writes in the collection’s titular opening piece. “To perceive things that might go unseen, unnoticed, that others might prefer not to notice.” Shapland is an expert on the topic—she was diagnosed with extreme dermatologic sensitivity—and writes of her sensitivities across five sweeping essays, which interrogate everything from her relationship with food to the anxiety she feels in a crowd. The author of My Autobiography of Carson McCullers then unspools how these vulnerabilities affect the way she interacts with the outside world. In “The Toomuchness,” she uses an infestation of cloth-eating moths to untangle America’s culture of excess and how it attacks our sense of self. (“They made me buy stuff for my stuff,” she writes, “and I already have too much.”) Thin Skin could have been Shapland’s argument for why we should protect our sensitive epidermises from the harshness of the world. Instead, she encourages us to break down our emotional, mental, and physical barriers and really explore what life’s got to offer, even if it may hurt a little. —Shannon Carlin Buy Now: Thin Skin on Bookshop | Amazon CONTACT US AT LETTERS@TIME.COM.",https://api.time.com/wp-content/uploads/2023/11/ThinSkin.jpg?quality=85&w=800,Biography
This Other Eden,by Paul Harding,"In his third novel, Paul Harding reimagines Maine’s Malaga Island—a racially integrated community that forcibly removed its residents in 1912—as Apple Island, home to the descendants of a formerly enslaved man and his Irish wife who settled there some 100 years prior. Life on the island is shattered with the arrival of a missionary who takes a special interest in one resident who can pass as white while helping government powers in the “cleansing” of the rest of the community. Chaos ensues: residents are displaced, and some are even institutionalized. This Other Eden is a powerfully moving story that depicts the destruction of a home and a way of life. —Meg Zukin Buy Now: This Other Eden on Bookshop | Amazon CONTACT US AT LETTERS@TIME.COM.",https://api.time.com/wp-content/uploads/2023/11/TheOtherEden.jpg?quality=85&w=800,Biography
The Three of Us,by Ore Agbaje-Williams,"Over the course of one day, the ties connecting three characters—a wife, her husband, and her best friend—come undone in Ore Agbaje-Williams’ The Three of Us. The novel begins with the unnamed wife’s perspective as her best friend Temi comes over to hang out for the first time in a while. Though it seems like a normal day, there’s something brewing below the surface as the wife recalls Temi’s influence over her life and choices. Friends since they were 11-years-old, they now face a tenuous point in adulthood, as the wife deals with her ambivalence over having children amid increasing familial pressure to do so, and feels judged by Temi. When her workaholic husband comes home, the dynamic shifts, bringing to the fore long-simmering tensions between the two people that the wife holds most dear. —Mahita Gajanan Buy Now: The Three of Us on Bookshop | Amazon CONTACT US AT LETTERS@TIME.COM.",https://api.time.com/wp-content/uploads/2023/11/TheThreeOfUs.jpg?quality=85&w=800,Biography
Thunderclap,By Laura Cumming,"British art critic Laura Cumming believes that her life can be summed up through the great works of the 17th-century Dutch painters she grew up loving. In her genre-defying memoir, she uses the artwork of Vermeer and Rembrandt, among others, to explore love, loss, and loneliness. The book’s title refers to the accidental explosion of a gunpowder arsenal in 1654 Delft, which killed 1,200 people and all but wiped out the Dutch city. The explosion’s most notable victim was Carel Fabritius, the gifted young painter of “The Goldfinch,” which was the inspiration for Donna Tartt’s 2013 novel of the same name. The book is a eulogy for the painter who suddenly lost his life at the age of 32, but also for the author’s father, renowned Scottish painter James Cumming, whose death at 68 came too soon. “Paintings are not substitutes,” Cumming’s dad told her. “They are something else altogether.” To Cumming, that something else is a way to keep those she loves alive long after they are gone. —Shannon Carlin Buy Now: Thunderclap on Bookshop | Amazon CONTACT US AT LETTERS@TIME.COM.",https://api.time.com/wp-content/uploads/2023/11/Thunderclap.jpg?quality=85&w=800,Biography
To Free the Captives,by Tracy K. Smith,"“Often enough, hunting through archival records, I feel as though I am traipsing through a dark mine with only a flickering lamp by which to see,” Tracy K. Smith writes in To Free the Captives: A Plea For the American Soul. In the striking book, Smith attempts to retrace her lineage from Sunflower, Ala.—where her father’s family lived and where her grandfather returned after World War I—to the present day. A memoir as well as a meditation on the often fraught nature of institutional record keeping, the Pulitzer Prize-winning writer, a former U.S. poet laureate, bares her soul to understand her family’s story as it relates to the enduring violence and subjugation of the Black community within American history. In her process to color in more of her family’s past, she challenges readers to sit with what it means when history fails us—and, crucially, when it’s given the opportunity to liberate us. —Rachel Sonis Buy Now: To Free the Captives on Bookshop | Amazon CONTACT US AT LETTERS@TIME.COM.",https://api.time.com/wp-content/uploads/2023/11/ToFreeTheCaptives.jpg?quality=85&w=800,Biography
Tom Lake,by Ann Patchett,"In the spring of 2020, Lara begins to tell her three children the story of how she once dated a man who went on to become a movie star. It’s a wistful yet performative recollection of youth, one that has the potential to clarify family secrets and heal old wounds. Ann Patchett’s latest novel toggles back and forth between Lara’s run-in with fame, acting opposite a future A-lister at a Michigan theater company on Tom Lake, and life during the pandemic at home with her grown daughters. The enchanting novel captures at once the slow burn of a summer spent in a sprawling, camp-like setting, where half a day feels like “a solid six months,” and the seemingly endless span of cloistered life during COVID-19 lockdown. For an extra treat, download the audiobook read by none other than Meryl Streep. —Eliana Dockterman Buy Now: Tom Lake on Bookshop | Amazon Looking for more book recommendations? Sign up for Worth Your Time CONTACT US AT LETTERS@TIME.COM.",https://api.time.com/wp-content/uploads/2023/11/TomLake.jpg?quality=85&w=800,Biography
Tremor,by Teju Cole,"Early in the writer, critic, and photographer Teju Cole’s first novel in 12 years, Tunde, a Harvard professor of Nigerian descent, receives word that a colleague he barely knew has died. The news, delivered by the university’s dean rather dispassionately, leads Tunde on a quest to understand what it truly means to be alive. Written during the COVID-19 pandemic, Tremor is an ambitious meditation on the type of interruption that can steer a life off course, whether it be a death, a struggling marriage, or a surprising artifact found during a weekend of antiquing. Cole’s unconventional second novel meanders in provocative ways, often forgoing plot to follow its protagonist as he reflects on a violent world and his place in it. The book is hypnotic, offering a vulnerable look at personal identity and privilege, as well as a wide-angle view on art and American history. The unexpected loss of life is also a prevailing theme. Throughout the novel, Tunde addresses a close friend who recently died, referred to only as “You,” in the hopes of accepting his own mortality. Yet Tremor isn’t mournful. Instead, it’s a sobering reminder that an unexamined life is not worth living. —Shannon Carlin Buy Now: Tremor on Bookshop | Amazon Looking for more book recommendations? Sign up for Worth Your Time CONTACT US AT LETTERS@TIME.COM.",https://api.time.com/wp-content/uploads/2023/11/Tremor.jpg?quality=85&w=800,Biography
The Vaster Wilds,by Lauren Groff,"Over the past 15 years, Lauren Groff has written about a dead lake monster, a 12th-century mystic, a utopian commune, and more. Now, with her fifth novel, the three-time finalist for the National Book Award is focused on a servant girl in the early 17th century who finds herself lost in the wild. In the dead of night, and the dead of winter, “the girl,” as she is known, escapes a colonial settlement in Virginia. While she has been warned of the monsters, both real and imagined, that live outside the colony’s walls, she faces more immediate threats from within them. Desperate to live, the girl goes to great lengths—roasting baby squirrels, stealing the boots of a dead man—to survive on her own. What The Vaster Wilds makes clear is that even in an inhospitable world, no one is ever truly alone. —Shannon Carlin Buy Now: The Vaster Wilds on Bookshop | Amazon Looking for more book recommendations? Sign up for Worth Your Time CONTACT US AT LETTERS@TIME.COM.",https://api.time.com/wp-content/uploads/2023/11/TheVasterWilds.jpg?quality=85&w=800,History
The Vegan,by Andrew Lipstein,"Andrew Lipstein’s second novel is at once bracingly contemporary and deeply strange. Poised at the intersection of tech, finance, ethics, and a natural world in crisis, it follows a hedge fund manager named Herschel Caine who is about to render the rest of Wall Street obsolete thanks to an infallible algorithm. The plan goes awry in the horrifying aftermath of a small act of interpersonal sabotage on Herschel’s part, causing our narrator to compulsively purify himself through overidentification with animals, late-night rambles to the zoo, and, yes, the adoption of a vegan lifestyle that wreaks havoc on his power lunches. Propelled by Herschel’s American Psycho meets moral philosophy internal monologue—and a biting sense of humor—The Vegan channels the queasy paranoia of an era when the fear of human extinction via machine learning can make even masters of the universe feel like trapped animals. —Judy Berman Buy Now: The Vegan on Bookshop | Amazon CONTACT US AT LETTERS@TIME.COM.",https://api.time.com/wp-content/uploads/2023/11/TheVegan.jpg?quality=85&w=800,Biography
Vengeance Is Mine,by Marie NDiaye,"Maître Susane is a 42-year-old lawyer in Bordeaux, France. She’s diligent and highly skilled, but her work is quite ordinary, so she’s confused when a man named Gilles Principaux asks her to defend his wife, Marlyne, who has been accused of murdering their children. But it’s more than the unusual request or the macabre nature of the crime that bothers her: Gilles seems strangely familiar to Maître Susane, but she can’t quite put her finger on why. The refrain “Who, to her, was Gilles Principaux?” echoes throughout Marie NDiaye’s thrilling novel as Maître Susane begins to fray—and her quest to understand the significance of this quasi-stranger threatens to upend her relationships with the people closest to her. Vengeance Is Mine, translated by Jordan Stump, interrogates how and what we remember, class and racial anxiety, and the meaning of justice. —Laura Zornosa Buy Now: Vengeance Is Mine on Bookshop | Amazon CONTACT US AT LETTERS@TIME.COM.",https://api.time.com/wp-content/uploads/2023/11/VengenceIsMine.jpg?quality=85&w=800,Fiction
Victory City,by Salman Rushdie,"Salman Rushdie’s Victory City is an astounding work of historical fiction and magical realism. As the lowly, unnamed narrator explains in the book’s opening pages, this is an abridged version of an epic 24,000-verse poem originally written in Sanskrit. Rushdie’s novel, written before the brutal 2022 stabbing attack that left him blind in one eye and unable to use one of his hands, describes the rise and fall of an empire through the 247-year lifespan of blind poet and prophet Pampa Kampana. At 9 years old, after witnessing the death of her mother, Pampa is possessed by a goddess who gives her the power to create a great city called Bisnaga, which Rushdie based on Vijayanagar, the medieval empire founded in 1336 South India. Pampa is able to mold the magical kingdom, soon nicknamed “Victory City,” into the feminist utopia the goddess hoped it would be, only to watch it be brought down by the hubris of the men who would come into power a century later. With wonder and humor, Rushdie spins a decades-long tale about power, philosophy, justice, and exile that boldly confronts the issues modern societies still face. —Shannon Carlin Buy Now: Victory City on Bookshop | Amazon CONTACT US AT LETTERS@TIME.COM.",https://api.time.com/wp-content/uploads/2023/11/VictoryCity.jpg?quality=85&w=800,Biography
The Wager,by David Grann,"David Grann, the best-selling author of Killers of the Flower Moon and The Lost City of Z, returns with another historical epic about a mystery nearly lost to time. The Wager: A Tale of Shipwreck, Mutiny and Murder recounts the thrilling true story of the HMS Wager, a sixth-rate Royal Navy ship, and a mutiny that may or may not have taken place. It’s not an easy story to tell, as Grann freely admits in his opening author’s note, being that “the participants’ conflicting, and at times warring, perspectives” were all he had to go by. What we know for sure: in January 1742, a deteriorated boat washed up on the shores of Brazil with 30 men who claimed they were the survivors of the shipwrecked Wager—and yet six months later another vessel landed in Chile with three men who swore that those castaways were actually mutineers. Using the crew’s log books, daily journals, and court testimony, Grann paints a gruesome portrait of the danger and uncertainty that came with being a sailor in the 18th century. In 1740, 250 men set sail from England on a secret mission. The threat of war was all around, but so was the fear of dying at sea of scurvy, typhus, or delirium. (Grann describes, in gory detail, a table used aboard the warship to amputate rotting limbs without anesthesia.) Once the crew is marooned on an island off the coast of Chilean Patagonia, he writes in stunning detail about the ghastly lengths they went to to survive, with some turning to cannibalism to fend off starvation. He describes how the men were saved by the island’s indigenous people—Kawésqar and the Chono—but, because of their imperialist upbringing, couldn’t help but refer to their saviors as “savages.” In Grann’s capable hands, The Wager is not just a suspenseful mystery at sea, it’s also a page-turning tragic farce in which there may be no heroes and villains, just mortal men suffering from delusions of grandeur. —Shannon Carlin Buy Now: The Wager on Bookshop | Amazon CONTACT US AT LETTERS@TIME.COM.",https://api.time.com/wp-content/uploads/2023/11/TheWager.jpg?quality=85&w=800,History
Waiting to Be Arrested at Night,by Tahir Hamut Izgil,"Poet Tahir Hamut Izgil’s memoir, Waiting to Be Arrested at Night: A Uyghur Poet’s Memoir of China’s Genocide, offers a personal and moving look at the persecution of the Uyghur people by the Chinese government beginning in the mid-’90s. Izgil lays out what it was like to live in the country and the clues the rest of the world missed, or chose to ignore, of the horrors to come—the Council on Foreign Relations and more have reported that more than a million Uyghurs have been imprisoned over the last decade. Izgil resists detailing the violence he and his people have faced, but his restraint makes the descriptions of the police’s constant harassment and surveillance feel all the more Orwellian. He shares the story of his own first run-in with the Chinese police, which happened in 1996 when he attempted to travel to Turkey to study and was accused of stealing state secrets. He was tortured and sent to prison for a year and a half, before being sentenced to a “re-education through labor” camp for three years. But it wasn’t until 2017, when the police began the mass internment of the Uyghurs, that Izgil knew he and his family had to flee. In absorbing prose, translated by Joshua L. Freeman, Izgil recounts the process of finding a way out. He considers himself to be one of the lucky ones, and he writes with sorrow for those he left behind. Waiting to Be Arrested at Night is a harrowing story of personal resilience and an exposé on an urgent humanitarian crisis. —Shannon Carlin Buy Now: Waiting to Be Arrested at Night on Bookshop | Amazon CONTACT US AT LETTERS@TIME.COM.",https://api.time.com/wp-content/uploads/2023/11/WaitingtoBeArrestedAtNight.jpg?quality=85&w=800,Biography
Wandering Souls,by Cecile Pin,"Anh is just 16 when she loses everything. At the end of the Vietnam War, Anh and her younger brothers Thanh and Minh are sent on a boat to a refugee camp in Hong Kong, their sights set on a new life in the U.S. The arrangement is meant to be temporary—the trio’s parents and their younger siblings are supposed to join them soon after—but time stretches on as Anh and her brothers await their arrival. Eventually, they learn the devastating truth: their family didn’t survive the journey, leaving Anh, Thanh, and Minh alone in a land where they have nothing and no one. Cecile Pin’s transporting debut novel is impressively compact, telling a multigenerational—and at times mystical—story of duty, grief, and legacy in just 240 swift and moving pages. —Lucy Feldman Buy Now: Wandering Souls on Bookshop | Amazon CONTACT US AT LETTERS@TIME.COM.",https://api.time.com/wp-content/uploads/2023/11/wanderingSouls.jpg?quality=85&w=800,Biography
What Happened to Ruthy Ramirez,by Claire Jiménez,"In Claire Jiménez’s debut novel, Nina Ramirez has just returned home to Staten Island after graduating from college. Rejected by medical school and working at a lingerie store in the mall, she’s floundering. Plus, wherever she goes, she’s reminded of her older sister, Ruthy, who disappeared over a decade ago at 13 years old and was never found. But then something strange happens: Nina’s oldest sister Jessica is watching reality TV, and she spots a contestant who looks exactly like Ruthy. So Nina and Jessica—and their mother Dolores—set off to go find out if it’s really her. The journey they take is at turns delightful and devastating, coalescing into a portrait of a fractured family coming together in search of the girl they’ve never given up on. —Annabel Gutterman Buy Now: What Happened to Ruthy Ramirez on Bookshop | Amazon Looking for more book recommendations? Sign up for Worth Your Time CONTACT US AT LETTERS@TIME.COM.",https://api.time.com/wp-content/uploads/2023/11/WhatHappenedtoRuthyRamirez.jpg?quality=85&w=800,Fiction
What You Are Looking For Is in the Library,by Michiko Aoyama,"Michiko Aoyama’s set of interconnected stories, translated from the original Japanese by Alison Watts, centers around a local library in Tokyo. There, librarian Sayuri Komachi makes recommendations to a variety of readers, from a college student looking to find purpose in her life to an accountant who is longing to open an antique store. These characters are all guided by different desires—and Aoyama captures them with empathy and an intense attention to detail, introducing fully realized people who want to change their lives for the better. The result is a refreshing and hopeful look at the power of books and the durability of dreams. —Annabel Gutterman Buy Now: What You Are Looking For Is in the Library on Bookshop | Amazon CONTACT US AT LETTERS@TIME.COM.",https://api.time.com/wp-content/uploads/2023/11/WhatyouarelookingForisintheLibrary.jpg?quality=85&w=800,Biography
